"MF_name","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell","memory_CD8T","B_memory"
"LINC00920","4.584651","4.4759205","4.048518","4.623496","4.0447335","4.826721","3.6813175","5.665031","3.267272","3.174516"
"AVP","5.035103","5.211381","5.500831","5.5001665","5.28157","5.650785","6.775226","5.376122","6.019078","5.7696825"
"PMPCA","8.422728","8.285229","8.918199","8.4546525","8.55789","9.609598","7.8312305","8.419229","7.129553","7.109738"
"EIF3G","11.449644","11.441145","10.587396","10.0649695","10.114365","10.95334","10.6091525","11.656279","9.7356625","9.637307"
"FBXL3","10.102666","10.347948","10.051734","9.6793885","10.2794535","9.181319","8.6752055","10.084236","7.818492","7.2564715"
"CCL2","4.007286","4.132166","8.238485","11.58384","9.355018","4.379555","5.0003815","3.99307","4.6234225","4.693225"
"KLHL9","8.898147","8.7853725","9.458403","8.8467005","9.145658","8.791233","7.912586","8.231357","6.7995585","7.2312765"
"MBD5","5.707861","6.009527","5.394463","5.6404205","5.888258","6.239896","3.724563","5.360185","3.9173095","3.942163"
"CLINT1","7.372809","7.6617385","8.494366","7.4689995","7.8793585","7.428006","10.0337575","7.170478","8.807253","9.96469"
"BMPR1A","5.725734","4.542011","4.742335","4.974493","5.0028285","4.984632","4.053942","4.931687","3.5732055","3.458481"
"IRGC","3.943586","3.742123","4.540786","4.6160745","4.679779","4.545401","5.7401045","4.369989","4.749987","4.914409"
"INIP","3.136775","2.985952","2.926841","3.038121","2.974676","2.994498","3.1166095","3.335166","5.287519","4.52802"
"ZNF184","6.622306","8.9348315","6.366602","5.30849","6.7599045","7.563873","4.7438705","6.849732","6.0962975","6.1790535"
"SUDS3","7.435099","7.9576105","7.195308","5.5168515","7.6925565","7.907164","6.562973","8.1636","8.494101","9.6976935"
"LINC01137","4.728052","5.937207","6.478185","7.3465605","6.779719","6.185193","5.3254105","6.509148","4.7023355","4.6736175"
"LOC100270804","5.85303","6.4344505","5.568087","4.9386665","5.1570735","5.90227","5.1617555","7.523082","5.7510905","4.879454"
"FAM187A","5.320052","5.0607915","5.050797","5.0833795","5.137315","5.363353","4.771268","5.514799","3.9790725","4.258294"
"HDAC1","10.133046","10.595548","9.468304","9.020824","9.304641","10.584156","8.753204","10.917918","10.4639855","10.2003175"
"KIR2DS3","5.3812","8.352603","5.184345","5.5189065","5.2002085","5.392469","4.536169","5.257212","4.8180095","4.1880035"
"SLTM","10.488036","10.238325","9.234449","8.1725845","9.0822705","9.483717","7.1044685","10.377598","9.1814705","9.1152215"
"GPR101","5.397792","4.7006285","4.505466","4.9746895","4.63321","4.607758","4.034313","4.486231","3.667101","3.3564965"
"BRE-AS1","5.125263","7.33136","4.443062","4.4942025","4.9174225","5.44454","9.5931815","4.998461","6.254202","4.7797245"
"RBM12","6.868267","6.5588305","6.085162","4.8498895","5.8208635","7.579506","7.8815995","7.493617","7.3865445","7.5404905"
"OR1Q1","6.089133","5.557127","5.308559","5.5188845","5.620939","5.12533","4.4514225","5.192826","4.0378505","4.3135865"
"FEZF2","3.401911","3.5992935","3.74218","3.7410995","4.0709015","3.775871","5.2883645","3.848448","4.48747","4.801809"
"SLC35A5","6.293697","6.775551","8.345174","7.9082195","8.174208","6.904823","6.5207","6.046661","5.14689","7.0680765"
"DEFB103B","4.942464","4.7410155","4.928302","5.2349645","4.6823615","4.957002","6.296659","5.099052","5.544378","5.7097445"
"PPIAL4G","3.09415","3.2340255","2.891043","3.011152","2.897333","3.355952","3.9341985","3.055987","4.453147","4.034064"
"GRK1","5.111039","4.795136","5.475303","5.614031","5.307491","5.591272","6.857809","5.427687","5.6133995","6.3787545"
"NUFIP1","7.029633","6.759042","6.061249","5.5150505","5.8517415","5.851807","8.9727365","5.922556","7.222826","6.187075"
"WBP2","7.299143","7.3560785","9.380784","9.2099095","8.268859","7.127341","7.9215755","7.357622","8.357417","7.1600225"
"PLEKHM3","4.907562","7.504258","6.55943","7.7333595","8.4441665","5.469702","3.989639","7.56645","7.7030755","6.6197315"
"CNBD2","3.693718","4.0009765","4.120123","4.310191","4.310319","4.370529","5.1199775","4.11922","4.6451495","4.906084"
"DEPDC1B","2.628762","3.1708945","2.822232","2.85701","2.937843","6.516026","3.0317955","2.730124","2.736789","6.9566235"
"NMB","6.323166","7.0198235","7.312099","8.5390475","8.648203","7.097217","9.3821985","6.389918","6.0982065","5.895307"
"CCT6A","8.24478","8.3064965","9.487106","8.4202425","9.859619","10.197419","10.214954","8.575383","8.715428","11.2370835"
"RGL2","7.296291","8.037231","8.571456","7.293148","7.9226125","7.103265","5.722648","8.27921","7.71294","6.7443985"
"NDUFAF1","7.194748","7.2580715","8.555826","9.101344","9.3039715","8.839739","8.0392865","7.475866","4.8141545","8.804602"
"CALCOCO1","8.262322","7.962355","9.16503","8.716007","7.6826595","7.365853","6.27765","7.852353","9.9592725","7.512196"
"LDB2","3.704599","6.480796","3.278392","3.3209595","3.19697","3.952559","3.7716285","3.410989","3.3413775","3.2735945"
"FABP5","8.064193","8.418007","11.562789","12.9284645","13.620762","10.808427","12.137864","7.595735","8.8903035","12.3831795"
"LBHD1","8.55489","9.2318365","8.645146","8.467533","9.0444965","9.409883","9.7373995","8.852555","9.3115825","11.106984"
"C16orf74","5.67403","5.9000465","5.968481","6.1562085","5.679268","5.951299","6.797258","6.961997","6.5267845","7.4601855"
"GEMIN8","5.303639","5.5308185","5.803624","5.628027","5.575638","6.676854","7.575595","6.01095","6.631944","7.347627"
"SLC12A7","8.348543","8.840692","9.663475","9.664625","9.340011","8.465365","7.102561","9.305307","9.0250125","7.2508115"
"TTC28","5.954203","5.7517005","6.140506","6.8601415","5.994069","5.571418","3.779757","6.520802","3.520166","3.7908465"
"UBXN11","6.013886","5.6716795","8.356987","6.629264","5.784889","6.218991","5.5280195","6.616361","7.314657","6.677336"
"SLC25A20","7.434058","8.8081865","8.161464","8.4335585","9.306733","7.142895","5.4889415","6.997072","6.996009","7.012161"
"FANK1","4.155276","3.939045","4.091428","4.403093","3.9365265","4.666704","7.895585","4.383359","3.6954655","3.8414825"
"NISCH","10.041578","9.7164995","9.63491","8.576338","9.14944","9.678954","6.562401","10.790202","10.009275","8.1733325"
"HACD2","8.813927","9.291055","9.421482","8.0129295","9.7568115","8.456241","6.339945","8.901187","7.719628","8.527298"
"FAM27E3","5.231128","5.5970465","5.775956","5.990128","5.270373","5.852175","6.9912115","5.808165","6.6078875","7.542504"
"BAG5","7.649385","8.667076","5.891339","5.5531965","8.02432","5.692475","7.567856","6.502194","6.8449965","6.182991"
"IFNA10","5.505544","4.324302","3.955129","3.9894345","3.898376","4.158556","3.610363","4.322573","3.051656","3.3080785"
"CYP4A11","6.357311","5.7287015","5.853383","6.444876","5.7180675","6.215577","5.140086","6.071034","4.6032605","4.28607"
"GABARAPL2","10.06453","10.5529265","10.918607","10.8756495","11.455005","9.750604","9.9943285","10.102047","9.631398","11.1678365"
"HOXB-AS1","4.98615","6.8200865","4.390814","4.4508635","4.310658","5.729006","3.910041","6.796773","6.0652685","3.8825835"
"PPP1R13B","6.677792","6.810661","5.776304","6.659555","5.479585","6.102781","6.4473035","7.137797","8.213009","7.7644265"
"B3GAT3","6.252147","6.5086905","6.523427","6.3334995","6.357982","6.790438","7.5518865","6.761098","7.4631365","7.6335725"
"DCUN1D4","7.65253","7.3028465","7.687147","5.2721055","6.8695835","7.586156","5.20176","8.792472","6.0520635","5.483098"
"NTHL1","4.519498","5.5431145","5.216177","5.3748775","5.281555","7.366447","6.05262","5.886587","5.786566","6.192405"
"SLF2","6.287778","6.5511755","8.325934","7.7971075","8.250504","6.74841","6.5981785","5.739576","8.8271505","9.211633"
"FADS2","6.413012","6.8810285","9.164458","7.556177","8.757032","7.687536","7.33269","6.654075","6.849318","8.1410295"
"MED4","9.007672","9.4073995","7.975608","7.3675385","8.8526195","8.474935","6.8347145","8.530932","7.357468","7.4611115"
"ZNF701","5.676581","6.564369","5.985325","5.6084285","5.987522","5.685306","6.7925685","5.72819","7.02222","7.1129585"
"ZNF816","4.755814","5.03031","4.671306","4.853196","4.703361","5.009754","6.4049405","4.702063","6.9245565","6.5198545"
"MLX","5.528796","5.2456105","5.772921","6.08133","5.524506","5.910929","7.5451065","5.646336","6.3099135","6.666847"
"NRIP2","4.871087","4.5843215","4.482002","4.769562","4.540252","4.684652","5.3323045","4.461409","6.4036195","6.044237"
"CUTC","7.773219","8.153264","7.947007","6.269319","8.1989825","8.264741","6.5847935","8.352678","7.351997","8.2613195"
"C1QB","4.370534","4.1423935","12.973443","10.1209925","10.0191535","4.164439","4.276793","4.260874","3.973048","3.8987275"
"PSMB1","11.289293","11.7331425","11.395449","11.2891955","11.465221","11.337575","10.3927575","10.939101","9.9668465","10.31866"
"SIRT3","8.229773","7.2928025","7.58935","7.65685","7.5102155","7.312832","5.8972345","7.415362","6.9445345","6.3110695"
"NALCN-AS1","5.02462","4.7429255","5.063346","5.5133915","4.5879215","5.66978","4.567523","5.354241","4.4342065","4.2659275"
"MBD6","7.821609","7.763289","8.812206","7.171105","7.4581915","6.783573","6.182539","7.444039","9.901599","8.774316"
"ACADSB","6.871402","7.9878625","6.160401","5.681483","6.4199895","6.441604","4.42616","8.093809","6.2653345","5.6079005"
"CYP3A7","5.972399","5.3808","5.214132","5.465066","5.19202","5.345168","4.5459955","5.655907","3.9845545","4.55492"
"KNTC1","5.077546","5.7033195","5.685865","5.2037395","5.478073","7.989246","3.955226","6.014906","5.7338155","7.1311455"
"COASY","7.163233","8.230554","9.375742","9.1206225","9.145669","9.613964","7.536426","8.853696","8.8683625","9.97606"
"CAP1","11.008713","12.1546135","11.952042","12.150962","12.515072","10.982138","10.8328775","11.990731","10.0872595","10.6968545"
"LOC105370622","5.728561","4.7703935","4.520519","5.111982","4.652433","4.706737","3.826541","4.78219","3.3692265","3.747106"
"TOGARAM1","6.701129","7.128798","7.837353","6.3564875","8.2511195","6.566031","4.885283","7.221892","5.6148585","4.9265"
"MSANTD2","7.714165","7.4811245","6.722919","5.6330285","6.8373185","6.082496","4.0606445","7.585124","5.6182","4.357472"
"PIGP","8.451658","8.4084245","9.844179","9.476231","9.615085","9.121371","7.2001695","9.230095","6.465132","7.5786315"
"ACTL8","6.552109","5.674774","6.118764","6.2786395","5.50141","6.213412","5.6216135","6.13495","4.68615","5.0855315"
"PPP1R3D","4.140692","6.9961485","6.884027","6.804283","7.325126","5.475399","4.106883","4.991963","5.1489415","5.30754"
"COX16","9.23332","9.9358475","9.947139","9.290098","10.1385215","8.71483","9.8444865","8.739906","8.941462","10.915921"
"RADX","6.070993","5.3637395","4.55218","4.1179575","4.038075","4.725288","5.1449105","7.599567","4.953557","6.2291925"
"RNASEH1","6.962653","6.222745","6.430961","5.258103","5.113961","4.246771","5.809429","4.707164","6.5696575","6.4612135"
"SLC35F6","6.760654","8.05256","10.670562","8.8213705","8.9845495","7.152067","7.6476405","7.580686","7.190467","7.0403395"
"IDI2","5.373309","4.949146","5.0094","5.1587355","4.4926075","4.838144","6.7166135","4.871334","4.849653","5.113388"
"EVC","5.978953","5.6262575","6.246036","6.5868965","6.106164","6.516776","5.69135","6.217121","5.3678645","5.1031975"
"RPS2P45","5.802995","4.1568835","3.509411","3.538538","3.3096525","3.271106","3.7880625","4.685413","4.5089855","4.2556765"
"MUC3B","5.212172","4.8939595","5.201762","5.579502","5.0443535","5.677913","5.274455","5.556261","4.313693","4.050635"
"ITGA11","4.394229","4.029562","5.101361","4.978691","4.56532","4.953275","4.0404065","4.654411","3.5610295","3.579131"
"CPNE3","8.579399","10.4461725","9.613594","9.560041","10.1234445","9.870381","5.642267","9.848689","8.021126","8.647403"
"PRODH","5.957471","5.27156","5.666746","6.030435","5.4139295","5.813422","5.04569","5.840741","4.5715055","4.5499425"
"MUS81","7.874535","8.3032725","8.370914","7.6089065","8.1777085","8.583887","7.505115","8.308565","8.8850065","9.7631495"
"PSMC4","8.921341","9.0965315","9.586612","9.7266895","9.450165","9.749424","11.0431295","7.886976","9.4288085","10.518583"
"C19orf33","3.384438","3.5374755","5.006997","4.6323835","5.6995995","5.039103","5.85573","4.792404","4.3743405","5.738671"
"SLC35A2","4.639322","4.2275385","5.833023","5.3345105","4.84748","4.348832","5.0164555","4.109596","3.883778","3.9448095"
"CDC37","9.036431","9.052606","9.824677","10.0820545","9.269233","8.924347","10.2586485","7.705912","8.7400545","7.607242"
"TPD52L1","5.249303","4.9500415","5.158847","5.136443","4.896884","5.53139","3.6537255","4.691997","3.251062","3.4400685"
"ZMIZ1-AS1","4.826305","5.1839495","8.725708","8.5760415","8.156341","5.019048","4.828426","4.926216","4.665822","4.051081"
"RPL39L","3.64651","5.7498935","5.087402","4.881305","4.283412","7.385286","5.6569515","4.778352","5.605298","7.004266"
"TMEM254","4.312693","4.641217","5.641724","5.4299525","6.387613","5.330011","3.765905","5.000468","3.6918175","3.459226"
"SNX33","6.751632","5.8778175","6.834296","6.8603425","6.9612175","5.945113","5.6927825","5.939564","4.8718665","5.0370315"
"HERC2","5.761282","7.6001895","8.179424","6.9693605","8.1046645","7.203128","3.993409","8.587291","7.976123","7.802643"
"PSME4","4.969488","6.5440845","6.649474","7.1813285","5.8791435","5.625411","9.2158705","6.339663","8.8806","8.148314"
"NQO1","5.916009","6.552633","7.679239","8.3541315","9.2720605","6.723223","6.5790005","6.041058","4.2839165","4.9355825"
"ALDH1L2","3.290494","3.258083","3.620631","3.254954","3.438103","3.198003","4.27718","3.188923","3.7049315","7.786296"
"GABRB2","5.831545","5.3391905","5.209604","5.6107585","4.956399","5.674147","4.2992045","5.578932","3.8115235","4.1132205"
"NCF1B","5.102147","5.568447","8.405299","9.6694085","6.7260745","5.636293","6.0860795","6.626352","5.6536365","8.6878425"
"MRC2","6.844816","6.532455","7.708022","8.4904975","8.0878385","7.25921","5.658159","6.908158","4.8784435","4.919218"
"RDH13","6.5541","6.3889095","4.607243","4.107469","4.656217","5.354622","4.3281835","6.283117","8.1885815","7.804827"
"DENND5A","9.228802","8.2876405","10.574711","9.672283","10.5867265","8.971","7.577559","9.927219","5.992281","6.796391"
"AMDHD2","4.540501","5.7253805","7.990967","7.0529685","7.32278","6.241108","7.1080765","5.715429","6.5670455","7.0043815"
"HABP2","5.907259","4.727855","4.88562","5.2595365","4.9915375","4.992404","4.5920395","4.935327","3.7515355","3.9525185"
"LINC00852","5.889409","5.494671","4.409453","4.1742725","4.0520685","4.630569","6.5565615","6.101783","7.5007565","6.691425"
"GBP6","4.615099","3.9415115","3.8807","4.053368","3.654273","5.783169","3.3692595","3.798962","3.22092","3.235031"
"CCDC124","5.336713","4.489464","3.773484","3.718663","4.2844185","4.276279","6.138581","3.954616","5.179004","6.6606065"
"C8orf76","7.253089","7.463145","8.252855","8.0591805","9.021802","7.554106","7.0285935","5.841492","7.4259645","7.551534"
"CYP4V2","5.073852","4.797093","5.726837","5.965296","5.5140855","6.260052","7.122241","5.733452","6.7044285","5.3382935"
"C2orf72","7.518646","6.400221","6.487718","7.043252","6.7508375","6.77508","6.2929005","6.730518","5.769898","5.601056"
"FOXD3-AS1","3.797595","3.933587","4.872331","5.3301795","4.3610475","5.121724","5.874204","5.012656","5.2479605","5.552908"
"PPME1","6.781766","6.807632","8.141644","8.186702","7.8033165","8.728036","8.0296165","7.429906","7.4336455","6.977855"
"LINC00893","3.217019","3.27311","3.125125","2.7659825","2.779538","2.890373","3.775461","3.524838","6.6460645","3.309446"
"ATP5PF","10.144261","11.1081405","11.428925","11.3826705","11.264512","10.812671","11.489932","10.461421","11.2796215","13.0960415"
"GPR26","4.350911","4.2751825","4.538999","4.8304095","4.043581","4.562864","3.305168","4.584824","3.3233985","3.2413585"
"ADCK1","6.207275","6.359624","7.616314","7.332912","6.555846","6.905894","5.104629","7.446353","5.6467215","5.6414975"
"CHAF1B","5.185864","5.8804895","5.886237","6.1805795","5.5461055","7.213383","6.2295465","5.709156","6.4137195","7.670903"
"PAXIP1-AS1","7.839158","7.2882885","6.814431","4.619363","5.823538","6.986074","7.6981285","7.555811","7.44598","6.7169075"
"COX6B1","10.037807","10.7579635","11.401","11.105915","11.2002375","10.336391","11.4002605","10.546988","11.516761","12.438899"
"CKB","5.146405","5.7391765","6.1963","6.686074","9.0918215","6.258105","6.14567","5.693569","5.005483","4.85436"
"NEK4","6.891044","7.3462915","7.426578","6.855031","8.438383","6.994268","4.4527195","6.877313","5.6035035","6.1927985"
"TAF9","10.827117","9.5386695","10.198286","9.3234505","9.990893","9.371464","11.4296295","9.241762","8.6400365","9.9522415"
"FAM184B","4.762113","5.099082","5.153415","5.2051855","4.8116705","4.830391","6.118951","5.194873","7.9816455","6.735716"
"BEX4","8.011759","9.348182","9.4406","8.207383","9.8051835","8.092795","6.729856","8.957823","6.1203045","5.584426"
"ARHGEF6","10.016586","10.476353","8.707942","8.5218515","7.7905145","10.112974","7.7817295","11.397836","10.732607","9.6123985"
"SLC36A4","5.885287","6.5194415","8.181371","7.9064225","9.1624955","6.639762","5.4530705","6.817395","6.3543615","6.007217"
"RAB24","6.85505","8.9440435","8.352239","8.087984","7.941623","8.210526","5.463367","8.928551","6.99963","7.8456925"
"VSIG1","4.97921","3.538762","3.040372","3.133591","3.252496","3.773053","2.9190505","6.704214","4.012771","3.4198945"
"LAIR2","4.334303","8.917992","5.963897","6.4601815","5.544632","8.433539","5.9172705","5.659176","8.788883","4.4410745"
"RTN4RL1","4.631555","4.21295","4.716149","4.6659665","4.671202","5.445793","6.0495085","4.840378","5.0007795","5.4029535"
"WSCD2","5.577138","5.0707405","6.00057","6.2906145","5.3765155","6.115067","5.1417955","5.991608","4.300679","4.4196315"
"GABRA5","3.103732","3.0447625","3.038943","3.3186105","2.964801","3.103068","4.3240525","2.996382","3.7881795","3.822406"
"SERF1A","6.897196","7.363302","6.31897","6.370256","6.855113","6.298564","9.2478845","6.375996","7.7708335","7.9768925"
"FDPS","8.795972","9.774976","10.248878","9.66534","10.13482","11.410461","8.7872765","9.418106","9.863968","11.8291665"
"LOC100505711","6.939358","6.1953765","6.571987","6.867541","6.4898","6.737651","5.8824485","6.76917","5.356485","5.1971945"
"TMEM266","4.017243","3.923786","4.91652","5.124458","6.6930975","3.891268","3.966245","3.744871","3.493572","3.970182"
"ZCCHC14","7.560262","7.5880245","9.042119","6.6583115","7.4333","7.650256","6.217198","8.138833","6.7953105","4.586665"
"LOC100506472","6.635799","5.5601955","5.63206","5.485104","5.695095","5.706288","5.3092895","5.936714","4.690187","4.6366455"
"SIAH1","7.693195","7.769446","7.348806","5.658032","6.337641","6.346897","7.2395085","9.009443","8.302291","6.5601905"
"PSMA4","10.403165","10.7550205","10.413354","11.3470365","10.999639","10.981206","10.1762","10.24014","8.7074075","10.763597"
"LOC101928762","5.924435","5.947756","7.778842","6.3920885","6.562511","6.059757","6.1081625","6.063294","6.8386355","5.614836"
"SCGB2B2","4.977713","4.425609","4.499299","4.8293935","4.44016","5.159544","3.6247095","4.810994","3.9696155","3.1707895"
"ZNF552","6.284002","6.438151","6.661402","6.786665","6.7675195","7.103437","7.9850865","7.055829","8.696872","7.731649"
"SMPDL3B","6.791265","6.2364015","6.476999","6.945523","6.2879295","6.82089","5.760556","6.334861","5.494618","5.4659475"
"LINC01563","4.591538","4.5709255","4.857513","5.08509","4.721806","4.847135","6.0001185","5.023822","5.438281","5.658759"
"CST11","4.343116","4.7125535","4.869267","5.08283","5.021772","4.894817","6.1552895","4.796845","5.302952","5.1401475"
"ISG15","8.741078","9.574351","7.650487","10.736161","8.392027","9.323654","11.5201165","8.84311","8.7475385","7.3898615"
"HLA-J","11.407135","11.700713","10.575419","11.926206","10.771961","10.23775","11.09843","10.469939","10.580388","9.171224"
"SREBF2","7.028759","6.6517285","8.458439","8.371422","7.118998","6.934818","8.1654625","6.3826","7.5591935","8.5755"
"PDE4B","6.075042","6.309389","3.866627","6.1741635","6.624686","5.230599","11.114336","5.422646","9.0489625","7.689369"
"VPS28","8.986285","9.518548","9.829991","8.864152","9.342382","9.421625","7.8885945","9.597847","8.728994","7.644972"
"FLYWCH2","5.871801","6.2804775","5.956477","6.4113685","5.902461","6.153581","7.0886695","6.369426","7.264715","7.0035885"
"PSAT1","8.865055","5.16261","5.661232","6.3779065","5.5497945","8.220416","10.2483115","5.843609","4.7220105","9.8141845"
"LOC283045","7.684625","6.622687","5.896132","6.154139","6.321806","6.05232","4.9600345","6.168064","5.0990735","4.8802785"
"MAGOH2P","5.763702","4.687605","4.206308","4.1460445","4.5352325","5.198139","6.190666","4.555093","5.6558285","5.5048675"
"RABEPK","7.054681","6.8787365","7.770186","8.0439045","8.947717","8.547722","5.95534","7.541352","6.446436","7.1697795"
"KLHL18","6.939827","6.936191","7.127671","7.0982305","7.2855015","6.212608","9.1551715","6.01928","6.9562455","8.477281"
"RAD51C","6.78526","7.035331","7.401577","7.1554105","7.6958415","9.104975","6.5583045","6.851643","6.814866","10.320582"
"CARD16","6.138418","10.050182","6.89913","9.5652235","6.9004625","6.547609","8.4336035","7.905264","8.8177515","9.6907295"
"PRKCG","6.720011","5.8294775","5.807133","5.784245","5.6646225","6.665982","5.507291","6.154904","4.9160105","5.079811"
"GOLM1","4.737642","6.5002185","6.419069","6.8299095","6.5181925","4.611106","7.226792","4.408615","8.654438","7.4701115"
"C16orf70","7.631138","7.1624625","8.618003","8.5478435","7.909341","7.800961","6.5378275","7.552733","7.196463","6.7910765"
"COL13A1","3.113333","5.749894","2.826053","3.03293","3.1699865","3.06251","3.0486165","2.968545","2.9098025","2.954316"
"MRNIP","7.088399","6.423725","6.677475","6.2162815","6.198144","7.023095","8.0848545","7.861583","7.969672","7.203976"
"RARS","8.90374","8.027985","9.613993","9.4269855","9.477175","9.473561","7.777135","8.836319","7.548817","8.6242985"
"RWDD2B","3.767167","3.379021","4.105479","4.890097","4.996736","6.522899","5.5710505","4.413741","4.84094","7.786957"
"TSPAN13","4.562517","6.2305465","4.578782","5.2475835","6.786131","6.770922","5.1423205","5.426961","4.134956","10.2490845"
"NCAPG2","4.735164","6.057417","5.602593","4.836252","5.0100775","7.958563","4.318087","4.697848","6.231403","8.7170525"
"SLC52A1","4.744884","4.9675285","4.899584","5.4019525","4.5960365","4.998242","5.978793","4.777478","6.0140745","5.7803705"
"SPRR2G","5.836633","5.0209","5.111324","5.426742","5.048304","5.211479","4.333982","5.032304","4.262997","3.987684"
"HERC2P7","4.507006","4.4422605","4.560384","4.7473155","4.524845","4.586191","5.2723895","4.517305","5.70028","5.884972"
"ITM2C","6.529102","7.1409535","6.592092","7.129182","6.1890535","8.151306","7.7651865","7.97417","7.1240085","9.8403645"
"KCNB1","5.100187","3.9799965","3.757239","3.5904125","4.216011","3.973003","3.2607225","3.896384","2.8599675","2.9850355"
"HAGHL","6.121483","6.4532705","7.650676","7.3281825","6.9162695","7.013768","6.335079","7.136495","5.8811565","5.8791105"
"CYP2B6","7.153547","6.1162515","4.73156","4.932086","5.395082","5.142091","5.278228","6.249717","4.66336","4.268941"
"C6orf223","6.400813","6.388797","6.574364","7.1469995","6.5149165","6.945806","5.7878705","6.985046","5.6191855","5.529555"
"EIF2AK2","4.154754","4.7494975","4.018097","4.876206","4.1424095","4.078775","4.0393125","3.999006","6.5508385","5.5824565"
"OR7C2","6.389099","5.693169","5.548945","5.7980005","5.7559575","6.033831","5.217738","5.932121","4.4855765","4.751971"
"ZBTB4","9.945294","9.844721","9.066284","7.20787","8.585659","8.30048","7.3075855","10.251658","11.084191","9.2745595"
"CBX4","8.859842","12.004054","9.021541","8.794033","9.3923635","8.680917","6.565754","10.589209","9.32265","7.5416325"
"PARD6B","3.550224","3.230673","3.393003","3.6167145","3.3807875","3.529124","6.088917","3.50465","5.051566","5.118418"
"DTNBP1","6.5942","8.6213945","8.283667","8.267806","8.0706895","8.009545","7.680063","8.108825","9.1043425","10.859732"
"HAUS8","5.091275","5.7799785","6.420781","5.635229","6.4006755","7.532668","7.132965","6.313698","6.8559135","7.9684375"
"MYL6B","4.886771","6.119324","7.389381","7.049785","7.9115825","8.670458","6.3444885","5.705641","6.4171675","8.6139005"
"HPDL","5.249822","4.47094","4.593732","5.049641","4.430538","7.12067","6.515219","4.791331","5.8135035","5.730334"
"LRRC40","7.88572","7.501934","6.741193","6.7174755","6.503882","6.761042","6.946529","7.549057","6.951233","6.6808355"
"CYB5B","5.133073","6.384294","4.86252","4.6424455","4.682139","6.849329","4.2336695","6.389934","4.4071635","4.8704795"
"CDKN2B","4.214235","4.4871965","4.859284","5.196379","4.685909","5.109417","6.3170305","4.891508","5.12455","5.033433"
"FOXO6","5.673293","5.7766555","5.516438","5.927942","5.16343","5.974948","6.7074065","5.63493","6.23649","6.9374375"
"COG4","7.006408","7.058537","7.999761","7.6390785","7.868883","7.897793","5.4984435","8.104461","7.4658685","6.939284"
"FAM98C","5.600319","5.155473","5.728","5.9537035","5.5297565","6.017471","6.7043485","5.713745","7.2499995","6.532305"
"NACA2","3.521142","3.460231","3.315183","3.2259125","3.256083","3.294969","4.825636","3.050206","3.975883","4.3929035"
"IL27RA","9.964748","9.322925","9.374194","8.268215","10.108772","9.49742","7.1118505","8.629494","7.870081","7.099649"
"TMEM181","8.856669","9.4290865","9.069916","7.5325025","8.9381605","6.853929","6.0612015","8.477018","8.4666025","6.1022185"
"PBK","3.265577","4.194839","3.334958","3.6780605","3.629767","8.420352","3.5831665","3.310241","3.257988","8.6641815"
"AP1G1","7.421333","7.328572","7.990783","8.4723025","8.36546","7.976419","9.1329635","7.116242","9.385382","9.355956"
"COPZ1","8.304635","9.2259985","10.065688","10.123136","9.772924","9.177272","9.6995865","7.302251","8.098371","9.853495"
"SNX12","7.733078","7.903872","8.79529","8.961648","8.391422","8.603258","9.6911445","7.543625","8.2775825","9.001721"
"TBPL1","8.347379","9.546752","7.457833","7.29109","7.5183675","8.233073","8.335132","8.38779","8.3218325","8.440255"
"AHRR","5.3441","4.541588","8.43551","6.57915","6.944381","7.775675","3.171047","4.121616","3.438687","5.766527"
"SLC22A3","10.310301","9.1382995","8.031683","7.9388715","7.7145395","7.87578","7.483452","9.226536","7.914441","7.25214"
"LOC105374690","6.05627","5.1166705","5.416375","5.8216995","5.423665","5.417967","4.1307845","5.188867","3.6377495","4.561303"
"SYNJ2BP","4.794737","4.344812","5.461745","3.905463","5.87104","3.423316","3.657831","3.81863","4.263098","4.105508"
"ST7","3.281258","5.4756835","7.651192","7.09685","7.8889115","4.717396","4.510925","4.069388","5.396402","5.89764"
"CDK17","5.192974","5.605093","5.21599","5.9138835","4.756504","4.229008","8.7063385","5.448273","8.513988","6.7294805"
"IL12RB1","7.647339","10.333084","7.776695","7.739138","7.0123845","7.867535","6.91295","9.063607","10.4656285","8.6948025"
"MIR22HG","6.454531","9.7044765","9.012412","8.4162545","8.7641315","6.058076","7.097457","5.81556","7.3894645","5.8494695"
"UBA5","7.306377","7.933961","6.828722","6.770621","7.0365705","8.399436","8.3942185","7.462301","8.0833195","9.7768555"
"TBC1D32","5.603455","3.717937","3.019119","2.7448595","3.2592105","3.832511","2.643931","5.364911","3.4853345","2.8543935"
"CNPY3","5.573911","7.865147","8.484149","7.5903035","8.2643955","6.863832","9.20842","6.710253","9.4838805","8.8215855"
"CACNA1E","4.422774","4.2714965","4.725047","4.813416","4.2037795","4.873414","5.762844","4.886819","4.978423","5.265203"
"SRRD","6.222653","6.846961","7.132002","6.018518","6.9768105","7.495723","8.503468","7.370561","7.98234","8.1909895"
"FAM160A1","7.03009","6.027842","5.767156","5.8664995","6.0047725","6.184361","5.302006","6.00064","4.4719085","5.2824855"
"LOC101928697","2.89366","3.176379","3.335871","3.330174","3.233764","3.117735","4.3882255","3.066478","3.7555635","3.8037595"
