"MF_name","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell","memory_CD8T","B_memory"
"CAMSAP2","7.235869","3.4542495","7.508559","6.149095","7.0526465","4.867912","6.2581345","5.431038","3.164525","5.0565625"
"CCT8","4.341941","3.886743","3.241076","3.4412565","3.4838855","3.866737","6.091441","3.708424","6.544623","6.213212"
"PDPK1","5.591032","5.738649","5.170304","5.504369","5.237259","5.187467","7.29096","5.614509","6.8957215","7.0317955"
"RPS16","13.944646","13.677904","13.807995","13.121042","13.4667055","13.007425","13.727189","14.104575","13.586664","13.076256"
"UBXN6","5.042823","6.17866","5.879507","7.193544","6.2478685","5.380051","8.2195215","5.111335","7.7975565","7.15598"
"NASP","6.900204","7.535098","6.303148","5.8222875","5.837954","8.429231","6.8857905","7.326711","7.584905","7.34871"
"RAB27A","8.301579","11.3815955","8.245866","8.568452","7.7099835","8.808819","10.242313","8.610685","10.0699385","8.0289685"
"PRPF38A","8.488265","8.3784985","8.3254","8.042603","7.98832","9.21192","9.864316","7.465369","8.7614335","9.6332995"
"N4BP2L2","11.350002","9.88948","10.30257","8.555534","9.2368855","8.516407","6.9599165","11.390996","9.8802865","8.1220975"
"NFE2L1","7.232427","7.0882355","8.737637","8.810061","9.0625295","7.784864","7.3676685","6.575427","7.3547605","9.7864175"
"LUC7L3","8.477418","7.38872","6.871684","6.372761","6.4849525","7.507465","6.831925","9.686125","9.424694","7.2484635"
"WNT6","3.53821","3.614793","4.224443","4.342739","4.1420125","4.289146","5.7695045","4.21584","5.169153","5.085452"
"SIPA1L3","4.827485","4.075217","4.124998","4.568527","4.2242755","4.294524","5.1147475","4.430376","5.6384335","6.1011835"
"PIGF","7.929988","9.577078","10.591261","11.1519385","10.9764305","6.994799","8.6693425","7.335717","8.971084","10.745211"
"GEN1","4.088933","4.770605","5.152576","4.3774005","5.545971","6.26437","5.034198","4.484555","6.184305","8.658148"
"KNL1","3.751287","4.7640055","3.404708","3.8388995","3.839258","7.719061","3.4751705","3.442317","3.464829","7.71265"
"DHX30","4.95122","6.1269945","5.531234","5.933985","5.5444345","5.738864","7.089827","5.922269","7.134486","7.141519"
"SLC24A1","5.750972","5.3542425","5.627415","5.7564845","5.493647","5.664572","6.7650935","5.752855","8.1061085","6.7665585"
"RSF1","9.508498","10.127534","6.987839","6.727677","8.456735","8.46293","9.149218","10.072762","9.238061","9.7990025"
"SRP72","6.797019","8.2689515","8.061948","7.4725255","7.9101415","7.672558","11.4222765","6.634589","9.7563635","10.9139705"
"SERINC2","4.768222","4.527517","6.923184","6.463723","7.765076","5.463079","5.885922","5.283737","5.001947","4.9849505"
"MYLIP","4.556147","9.78284","5.372392","4.077107","5.0188945","4.134721","7.0331535","8.731939","7.7148955","5.6201265"
"PAX8","5.819998","5.3195605","5.900642","6.1935935","5.5639785","5.83894","5.332961","5.759845","4.33041","4.6287165"
"TMC8","7.493892","8.2158055","6.592079","6.0291585","5.489915","7.909664","6.040539","8.505002","9.282433","6.2673455"
"NIPA1","6.178686","6.860843","7.354816","5.889285","7.9090655","6.869471","10.8073995","6.442998","7.2339525","7.486083"
"LITAF","10.88814","12.642294","12.230161","12.7621575","12.579549","10.161809","9.5534375","11.877398","12.0731345","11.0062065"
"KPNA5","4.5571","5.355492","4.007516","4.8004875","4.602586","4.105701","6.624409","4.886776","7.4653085","5.9660865"
"CCDC14","7.398306","8.059178","8.148325","5.9206815","6.814474","8.59247","4.071716","9.313949","7.275402","7.4190465"
"TNPO3","5.950867","7.843013","8.377751","7.8917365","8.4073605","7.218958","8.494339","7.271983","6.800556","7.9877065"
"FRYL","7.969604","7.832466","7.004184","7.0078915","6.457188","6.131805","8.406543","7.18832","8.0993925","7.662377"
"CAPZA1","12.243409","11.850271","11.692924","12.069627","12.1303275","11.379372","10.035483","11.279749","10.726878","10.6005105"
"SRSF2","12.37996","12.3057575","11.578573","11.015481","10.8604735","11.653648","12.4234855","11.835842","12.1751835","12.686584"
"KLF9","9.074038","9.318083","6.374132","8.1973425","7.1022805","5.594206","10.4311065","8.646675","8.6371355","7.8758055"
"TRAF7","6.027995","5.898453","7.824079","7.2638535","6.926331","6.578927","6.4132805","6.194517","5.858519","6.637049"
"SPTBN4","4.995371","5.4231305","5.636044","5.8365355","5.6609725","6.062125","7.390659","5.750425","6.756199","7.02275"
"RUNX1T1","3.627428","3.5796385","3.966461","4.0906745","4.0845105","3.93301","6.2894485","3.938686","5.3724985","5.632453"
"TMPO","6.07226","5.1179565","4.722187","5.7103655","4.2441105","7.608202","5.254761","6.4271","7.8490955","9.6395815"
"RBM39","5.281201","7.286032","5.456133","4.7325955","4.855517","5.133456","9.6668535","6.271156","10.5985945","8.9752285"
"PRRC2C","10.082891","10.4022345","9.141268","9.032873","9.5624965","8.389282","10.089306","9.700112","11.1056705","11.200407"
"EVI5L","4.412577","4.4954925","5.174774","5.405719","4.9467215","4.813232","7.2324955","4.858953","6.6909775","6.6258235"
"C5orf56","7.645128","7.5326305","5.755988","6.773075","5.6772285","6.343304","6.052569","8.66476","8.7411925","5.914563"
"TBC1D20","4.811429","5.5178065","6.202119","6.100622","6.831567","5.655458","8.794136","4.737628","6.883706","7.1200985"
"SOD2","8.072932","7.358951","10.258158","11.298741","11.130421","7.207998","7.417561","7.40988","6.769643","5.9473365"
"CD9","5.335626","4.7627345","4.904792","5.4199665","4.6354195","5.347803","4.1061815","5.161473","3.37779","3.7519815"
"RPS27A","3.875417","4.069824","4.011141","3.877035","3.897611","4.262951","6.703848","3.871427","5.721004","4.960982"
"MAP4K5","6.22844","7.2656645","6.95491","6.97599","7.476493","6.49738","9.6802355","5.551005","7.818185","7.463449"
"SEPSECS","3.766159","4.4681115","6.181002","6.187","6.979522","5.631395","3.2617565","4.358885","5.879924","6.69919"
"DLGAP4","5.29186","7.392831","6.799252","7.584195","7.6027415","5.861064","7.5079375","5.929697","7.9766255","7.7544945"
"STK10","8.18764","10.1441995","9.040107","9.041932","8.3983405","8.434406","7.3181855","9.459336","10.157883","8.0718435"
"BTNL9","6.671984","5.7165885","5.998258","6.5858005","5.9842415","5.932023","5.149131","5.94281","4.694464","4.83308"
"HLA-C","13.619564","13.79233","13.220306","14.0261485","13.5655525","12.306263","12.787301","13.395634","13.187015","12.598348"
"GRB2","5.750348","6.458101","6.501805","7.055133","6.8002535","7.392174","8.6728135","6.808427","8.376054","8.112724"
"MAP3K2","5.245329","5.7027555","7.37187","7.5206175","6.5686725","5.398427","8.9295655","5.08687","7.8760295","7.443682"
"ZNF362","5.172276","5.2160145","4.999334","5.368161","5.2371725","5.150356","7.955167","5.333568","8.4149625","6.6398855"
"PSIP1","6.45753","7.387242","5.357091","4.853714","5.2900125","6.208514","5.793442","7.560788","8.2197765","7.9592715"
"LCE1E","8.126315","6.4953225","5.827091","6.068181","5.902255","6.007497","5.202139","6.337849","4.8662355","4.446928"
"CACUL1","5.02035","4.115465","4.412564","4.749006","4.245214","4.092242","8.345442","3.614139","7.65554","7.134785"
"APMAP","6.454074","5.767432","5.322126","5.760575","5.2817955","5.206171","8.235387","5.304403","8.7156815","6.5353805"
"TTC3","10.417169","10.1882645","10.720475","8.9601545","10.352003","9.29063","6.738416","11.34749","10.245943","9.755952"
"WTAP","8.295635","9.262156","8.303199","8.455771","9.4522945","7.351424","10.989162","7.309502","10.1560895","9.482859"
"DHODH","5.493755","5.0988905","4.516245","4.4846415","4.2584015","5.267689","6.274304","5.619862","6.434212","7.0862205"
"METTL9","7.385259","5.8166835","5.881476","6.1519415","5.927466","5.908225","9.1045335","5.277726","8.434793","8.9815685"
"ZNF831","5.047241","6.6181385","3.184162","3.290538","3.4598935","4.352453","4.7807445","5.838032","7.513407","4.522781"
"MCTP1","3.291002","3.290425","7.126085","7.434839","5.3645995","3.385292","4.780674","2.994228","5.3062555","3.8690945"
"CCNA2","6.982461","6.036812","4.168733","4.751516","4.0988835","8.394171","6.90758","5.256786","7.394298","9.556727"
"CACNA1G","5.712832","5.9622755","6.548681","6.81923","6.165883","6.410131","6.026296","6.317245","4.932104","5.0593995"
"TARP","5.202301","5.5782485","4.612716","4.9206565","4.631319","4.403148","4.758806","4.452443","8.128237","4.708021"
"GNAL","4.666835","7.8883255","4.63932","4.7618225","4.622318","4.908372","5.114019","4.684909","6.8824825","4.7551305"
"TOR1AIP1","6.29127","7.6857535","7.075369","6.58451","6.786592","4.945635","8.8330115","4.520703","6.727101","7.544853"
"DTX3","5.665535","5.0614635","5.163703","5.5528945","5.3837485","5.534693","6.2790895","5.587907","6.7577015","5.6046815"
"PARP8","7.999505","10.5376855","9.109585","7.872132","8.758637","6.913353","7.9291705","8.777776","10.6743435","6.508867"
"CENPV","7.333056","6.529104","5.165809","5.063184","8.0290685","8.366563","7.8471005","7.742829","6.4987305","7.257074"
"UHRF1BP1L","3.538882","4.1894435","3.932991","3.955474","4.166916","3.526742","7.4752905","3.413725","5.74423","4.108948"
"PSD4","6.324594","7.568366","5.213003","5.721379","5.5460135","6.863524","4.6039395","7.82566","5.7793095","5.947714"
"SMAD3","5.740141","5.305177","4.897748","5.493396","4.9375165","5.262331","5.826776","5.0422","7.765172","6.8466935"
"ABCA2","5.210118","6.6350725","5.749815","6.246452","5.2853125","5.490083","5.3270315","5.831308","7.815754","5.451411"
"FRMD4A","4.645423","4.3516245","9.347457","6.5948865","7.192965","5.633857","4.789686","4.927619","5.8890135","5.475261"
"PMS2P5","7.893082","7.7426735","4.536521","4.796314","4.0249115","6.352171","6.9543305","7.605201","5.9768865","6.074452"
"NCR1","4.744796","7.513289","4.761628","5.099395","5.1428055","4.859251","4.4559315","4.993115","4.750622","4.4736635"
"EZH1","7.656302","7.3948765","7.963632","6.8779775","6.9699245","7.981963","5.15291","8.182727","8.226948","6.710586"
"KCTD5","5.828293","5.266144","5.775228","6.0636125","5.58624","6.135292","8.0344365","5.982349","6.739259","7.023912"
"CAT","8.354282","10.567855","12.25475","11.1312005","12.536685","9.942117","5.1342825","10.565783","8.422424","9.317553"
"ARHGEF39","3.707527","3.9676495","3.907235","3.9954265","3.997458","4.078375","4.4964115","3.918036","6.031546","6.299089"
"ARHGAP1","9.467829","10.30156","9.949189","10.340896","9.744128","9.66669","7.915133","10.578366","9.7857965","8.1279495"
"MRPL30","8.477387","7.475507","6.282627","6.000062","5.973392","5.945613","6.296223","7.606263","7.4006785","6.570446"
"NOP56","11.457417","10.110252","9.471981","7.920761","9.315126","10.538125","11.7438135","9.491727","10.219162","11.707075"
"LARP1","7.804454","6.1083595","8.843655","7.733455","6.2189335","7.105544","9.711512","6.309834","8.062785","8.286707"
"PREX1","6.093761","10.608488","9.81481","7.8435515","8.6875005","7.942801","7.103189","9.239995","10.1231805","8.345285"
"SRR","5.797169","5.0103045","6.359574","5.2988135","6.391499","5.900797","8.83838","4.11826","6.059117","7.9815815"
"PAICS","9.996856","7.1300555","8.899058","7.781989","7.723247","11.09066","10.467897","8.707813","6.6685785","10.350581"
"MED30","8.783626","10.2553505","7.478004","6.880481","7.3163205","8.491347","9.896539","7.112466","7.7601585","7.7760735"
"CNTROB","4.651368","5.4001915","6.064257","5.957933","5.756252","5.745209","7.2025515","5.554338","6.9856185","7.2065605"
"ZFAND3","5.471996","6.129784","6.883416","6.936613","7.3117235","6.100015","7.532799","5.734078","8.585097","7.8922925"
"DPH3","7.744635","8.652939","8.951576","8.218208","9.9047655","7.856992","7.9812325","7.566676","5.8224655","5.509813"
"RPL31","14.184018","14.044402","13.974538","12.6871465","12.94332","13.210077","14.3369285","14.095319","14.0702485","13.830298"
"CNOT4","4.264652","4.6725665","4.601616","4.519496","4.392142","4.483292","6.927644","4.586976","7.309192","5.855645"
"CDCA2","3.557916","4.0838865","3.526549","4.6406655","3.747857","7.721724","3.868408","4.126166","3.332789","9.152811"
"MALSU1","4.021017","4.216668","3.830948","6.954278","4.506377","8.072741","6.2217725","4.009355","5.3910365","5.6676765"
"PACSIN1","4.073099","4.0508035","4.811294","5.1243535","4.892181","4.793892","6.0345305","4.65728","5.6271815","5.631255"
"AP5M1","8.506924","9.268406","9.541181","9.012697","10.038418","8.50326","5.954059","9.232831","7.583716","7.239084"
"HGSNAT","5.522545","5.7051375","6.804569","6.998371","7.5040585","5.650075","7.8934855","5.687521","7.810321","6.7218635"
"EHMT1","8.457087","9.050567","8.097185","6.994886","8.2787255","7.659305","5.480141","7.602549","6.7250425","6.8722065"
"DEF6","7.57462","8.2502325","7.181868","6.6264955","5.6543085","8.469045","7.454167","8.439988","8.485357","7.880398"
"MTHFR","5.132944","5.433247","5.828283","6.0003005","6.054448","5.600217","6.954446","5.372081","7.557997","7.1640175"
"RAD18","5.448964","5.6447525","5.504484","5.2395695","5.652999","7.465716","4.8901855","5.07027","4.163689","6.2545485"
"ARHGAP27","7.323029","8.8906455","7.755287","7.772538","6.977115","7.57787","7.1621095","8.112442","9.5268245","9.5326945"
"ITGA9","4.342233","4.0699945","4.165579","4.404987","4.144454","4.269994","5.9163875","4.22574","4.9221975","5.341945"
"SEL1L3","4.721129","4.9145025","4.256263","4.4570365","5.3818575","3.697214","6.2669795","5.002458","6.545139","7.0098555"
"MRPL57","7.764945","7.514341","8.0651","6.9992735","8.4444515","7.27556","9.467662","6.221342","8.039214","8.1285865"
"RAB11FIP3","7.063693","6.848591","6.843491","6.5785465","6.161246","6.511114","4.8175105","6.836504","5.106894","4.93123"
"ZNF81","2.766449","2.8235315","2.753025","2.81104","2.682448","2.583485","3.1790115","2.651659","4.8144375","3.983136"
"PMEPA1","6.775269","4.55544","5.749748","5.521809","5.3296475","5.623135","8.930648","5.212179","5.2149985","6.2528615"
"BCAP29","5.485508","5.968348","5.999284","5.4104145","5.486455","4.761747","4.6846425","6.069452","6.383814","4.649168"
"FEN1","5.366233","7.2859225","6.606364","6.4267185","6.158171","9.091736","6.905942","5.506094","5.253482","8.8253425"
"TRAPPC10","6.684778","8.0635875","6.979255","7.0074355","7.102846","6.154403","6.204033","7.198069","8.422429","8.487754"
"EIF4G3","4.236582","7.007494","3.417674","3.3821765","3.7534675","3.330394","5.886172","4.457383","7.415867","5.044188"
"UFM1","10.928781","10.339901","9.886101","9.500553","9.949053","8.971914","11.6104095","10.151113","11.1285285","11.2060685"
"FUT8","6.216232","5.3848635","5.025292","4.8959705","4.5940005","5.56879","6.490121","5.10068","6.639509","9.245477"
"PPA2","7.820463","8.8455895","9.602101","9.659812","10.095347","7.702652","8.7378655","6.380387","7.2187905","6.8476985"
"CCDC149","6.3638","5.609903","5.937105","6.071464","6.118817","5.742569","4.9505915","5.698711","4.5566325","3.2934985"
"DKC1","9.194355","8.799025","8.817801","7.5428555","8.6019205","10.112998","11.764239","8.848058","9.392886","10.816889"
"DIP2A","10.346665","9.579805","8.786743","8.4629685","8.220757","8.147318","8.5008255","9.748751","9.5111475","8.5333075"
"PHF20","7.979574","9.654006","8.561986","7.8075575","8.82383","9.29054","5.3895155","10.323965","8.5622505","7.872219"
"RUVBL2","7.636971","8.3570685","8.52463","8.049216","8.211054","10.032869","10.2107875","8.05329","8.30574","9.9771165"
"USP46","3.282845","6.0010695","5.989197","5.2162015","6.6896065","4.260458","3.6158835","3.344059","5.805574","6.7673265"
"SNRPB","10.720041","10.430953","9.886002","9.795084","9.1557555","11.318993","9.8284755","10.265716","8.885774","8.7266155"
"NAA15","8.19974","9.142591","7.594504","6.813621","8.1732755","7.848093","10.972863","8.475918","8.8190955","9.724625"
"TTL","7.309059","5.8304925","6.031334","6.161306","6.464867","5.596613","5.235273","6.186874","5.491946","5.100852"
"ZFX","4.009578","4.339261","3.463208","3.8352855","3.6643775","3.606101","5.4232265","3.705522","5.598408","5.8076225"
"LRCH4","7.975222","6.939556","7.242622","6.5044175","6.318492","6.707007","5.7063235","7.975977","7.103847","5.257451"
"RUFY2","2.365739","2.730217","2.41175","2.3537135","2.547852","2.306364","3.057871","2.376665","4.702481","3.844875"
"KAT6A","10.697617","10.2999575","8.96102","8.5965855","8.119863","8.549873","9.5094425","10.32912","10.0703465","8.8592055"
"CPXM2","5.849537","4.961632","4.983064","5.0316405","5.3652325","5.197772","3.990811","4.915842","3.6159","3.870652"
"F5","6.5119","4.129064","4.236209","4.431633","3.7828025","7.799535","9.2380635","5.219055","3.875029","4.752083"
"TFDP1","8.053895","8.417052","8.50596","8.2638605","9.0396785","10.042098","8.2693085","7.962148","9.297041","11.197103"
"MSTO1","6.941199","6.547575","6.975782","6.3894725","6.8538165","7.611947","9.246103","6.896216","8.472196","8.8278475"
"SCAMP5","4.655067","4.507979","4.976566","5.279896","5.0213245","5.955726","4.868056","5.502169","3.889622","4.1400695"
"BPTF","9.353538","10.45603","9.029127","8.1116655","9.6470675","8.36782","7.588028","10.193605","9.9929595","9.9046355"
"SPCS3","10.91987","11.071467","10.921501","9.9837035","10.4137545","9.839026","11.120649","10.825646","11.7787775","11.876368"
"PSG9","5.132756","4.4420255","4.015586","4.3378645","4.1759345","4.080771","3.0296245","4.088792","2.9041225","3.1211065"
"HDAC8","3.121889","5.1252465","4.735263","4.401674","4.9916295","5.664326","7.4121205","4.636325","6.455853","7.6845285"
"NCAPH2","6.172584","6.176723","6.208373","6.468587","6.278369","6.342797","7.8726655","6.300318","7.4359815","7.841962"
